"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gpd2",1.15228044331054e-312,0.295459953800582,0.428,0.092,3.22615478518085e-308,"0","Gpd2"
"Cdcp1",5.95317691316176e-312,0.266448027303818,0.348,0.047,1.66677047214703e-307,"0","Cdcp1"
"Flnb",8.38491699424031e-312,0.253588026773055,0.42,0.099,2.3476090600474e-307,"0","Flnb"
"Anxa2",1.24718859454952e-311,0.763298145736882,0.941,0.714,3.49187862701974e-307,"0","Anxa2"
"Ucp2",2.063361841158e-311,0.242189499297568,0.881,0.501,5.77700048287416e-307,"0","Ucp2"
"Bex2",3.2174082665046e-311,-1.13650293371509,0.213,0.299,9.00809966455959e-307,"0","Bex2"
"Krt23",3.40108821251762e-311,0.42543617776,0.422,0.08,9.52236677740684e-307,"0","Krt23"
"Klc3",2.41652293394539e-310,0.278195435055413,0.385,0.066,6.7657809104603e-306,"0","Klc3"
"Hspg2",4.12220953201376e-310,0.486930544198713,0.677,0.267,1.15413622477321e-305,"0","Hspg2"
"BC028528",1.90775245006761e-309,-1.10287829810525,0.025,0.323,5.3413253096993e-305,"0","BC028528"
"Fxyd1",2.23735779120733e-309,-0.779567420962512,0.016,0.302,6.26415434382227e-305,"0","Fxyd1"
"Foxa1",9.9164938010276e-309,0.281143420296931,0.413,0.084,2.77641993441171e-304,"0","Foxa1"
"Avpi1",3.36068336820013e-308,0.380163013202485,0.79,0.383,9.40924129428673e-304,"0","Avpi1"
"Slk",4.68858625553486e-307,0.363992137392244,0.602,0.213,1.31271037982465e-302,"0","Slk"
"Scel",7.18983330632383e-307,0.250308559101058,0.25,0.01,2.01300952910454e-302,"0","Scel"
"Serpine2",9.245655534745e-307,-1.47091631304316,0.227,0.456,2.58859863661791e-302,"0","Serpine2"
"5730508B09Rik",1.11633241505157e-306,0.262788843295038,0.45,0.116,3.12550749566138e-302,"0","5730508B09Rik"
"Prr13",1.49558442630649e-306,0.42221203838872,0.767,0.356,4.18733727677291e-302,"0","Prr13"
"Ihh",2.70796609627065e-306,0.238182148431217,0.221,0.003,7.58176347633856e-302,"0","Ihh"
"Nfe2l2",3.31378419047438e-306,0.607168985506689,0.76,0.376,9.27793297649016e-302,"0","Nfe2l2"
"Sftpc",9.23792015842702e-306,-2.39385200119433,0.825,0.866,2.5864328859564e-301,"0","Sftpc"
"Spats2l",1.9237499113046e-305,0.265378006616595,0.527,0.177,5.38611500167063e-301,"0","Spats2l"
"Mapk13",2.22924592323421e-305,0.283101251998673,0.44,0.101,6.24144273587115e-301,"0","Mapk13"
"Adgrf5",1.11384051164027e-304,-0.393461679451321,0.482,0.349,3.11853066449041e-300,"0","Adgrf5"
"Rhpn2",2.22607261984215e-304,0.236169586134201,0.301,0.031,6.23255812103406e-300,"0","Rhpn2"
"Filip1l",2.65066290078735e-304,-0.708864138308506,0.531,0.43,7.42132598962443e-300,"0","Filip1l"
"Prkcz",7.55750317393326e-304,0.329927291690894,0.434,0.093,2.11594973863783e-299,"0","Prkcz"
"Mkrn2os",3.20388510522446e-302,0.194157235851536,0.216,0.003,8.97023751760743e-298,"0","Mkrn2os"
"Arhgap8",6.86908531410924e-302,0.27879627432816,0.322,0.036,1.92320650624431e-297,"0","Arhgap8"
"Hnf4a",1.88660562026534e-301,0.191564486698013,0.21,0.002,5.2821184156189e-297,"0","Hnf4a"
"Tgm2",1.09119065292768e-300,0.343743980066268,0.482,0.132,3.05511559006693e-296,"0","Tgm2"
"Cep170b",1.92090572443932e-300,0.261525176671911,0.424,0.098,5.37815184728522e-296,"0","Cep170b"
"Mcu",2.56803106261502e-300,0.244751148419195,0.404,0.09,7.18997336910953e-296,"0","Mcu"
"Zbtb20",5.56548379811202e-300,-0.640407590306333,0.528,0.632,1.5582241537954e-295,"0","Zbtb20"
"Pkp2",8.32783526269358e-300,0.340500723127824,0.397,0.072,2.33162731684895e-295,"0","Pkp2"
"Scx",2.61391979871467e-299,0.116564658306594,0.423,0.135,7.31845265244135e-295,"0","Scx"
"Lhfp",3.98889115591781e-299,-1.07859745307545,0.197,0.443,1.11680974583387e-294,"0","Lhfp"
"Tnfrsf21",4.65912928178933e-299,0.204688774942326,0.339,0.062,1.30446301631538e-294,"0","Tnfrsf21"
"Lsp1",6.64647800004705e-299,-1.0710131037005,0.046,0.331,1.86088091045317e-294,"0","Lsp1"
"Lrpap1",8.17952571235564e-299,0.695798570007379,0.753,0.364,2.29010360894533e-294,"0","Lrpap1"
"Cst3",2.82124544469174e-298,-1.02576521008972,0.946,0.926,7.89892299604794e-294,"0","Cst3"
"2210011C24Rik",5.45158830625246e-298,0.58033369214928,0.316,0.036,1.52633569398456e-293,"0","2210011C24Rik"
"Pla2g16",9.01442438750289e-298,0.235279152317183,0.566,0.208,2.52385854001306e-293,"0","Pla2g16"
"Col6a2",9.34414637951467e-298,-0.789686073563493,0.038,0.326,2.61617410333652e-293,"0","Col6a2"
"Limch1",1.21565747017498e-297,0.173653448281674,0.654,0.265,3.4035977849959e-293,"0","Limch1"
"Cltb",3.12906367997533e-297,0.419798385223722,0.822,0.429,8.76075249119494e-293,"0","Cltb"
"D15Ertd621e",4.21287132408772e-296,0.314177088898637,0.484,0.133,1.17951971331808e-291,"0","D15Ertd621e"
"Plekha6",1.02547492772649e-295,0.219359128110273,0.294,0.037,2.87112470264864e-291,"0","Plekha6"
"Serpinb6a",1.46200585854629e-295,0.480946192768893,0.748,0.346,4.09332400275791e-291,"0","Serpinb6a"
"Fat1",1.53017276201488e-295,0.348361197191192,0.562,0.186,4.28417769908926e-291,"0","Fat1"
"Slc12a2",1.87226827477727e-295,0.451794438424543,0.634,0.237,5.2419767157214e-291,"0","Slc12a2"
"Slc25a24",2.51723811639404e-295,0.210493349406942,0.402,0.104,7.04776327828003e-291,"0","Slc25a24"
"Mgp",2.29634327449898e-294,-2.54873555901549,0.132,0.377,6.42930189994224e-290,"0","Mgp"
"Gsr",3.73682509943756e-294,0.270866938409908,0.573,0.211,1.04623629134053e-289,"0","Gsr"
"Foxp2",7.78854192776302e-294,0.299673642298344,0.451,0.114,2.18063596893509e-289,"0","Foxp2"
"Hist1h2bc",5.58594765575652e-293,0.623906824187272,0.654,0.255,1.56395362465871e-288,"0","Hist1h2bc"
"Emp1",8.82425790297084e-293,-0.227840613228213,0.544,0.345,2.47061572767377e-288,"0","Emp1"
"Magi1",3.73458884130647e-292,0.277923393718808,0.399,0.085,1.04561018378899e-287,"0","Magi1"
"Lima1",5.71506817533032e-292,0.384802672042174,0.664,0.269,1.60010478772898e-287,"0","Lima1"
"Syngr2",6.32801998617831e-292,0.423507412080863,0.732,0.33,1.7717190357302e-287,"0","Syngr2"
"Dnase2a",9.53767151201055e-292,0.296422729652661,0.535,0.176,2.67035726993271e-287,"0","Dnase2a"
"Rgs2",1.95173271917363e-291,-0.99644838297974,0.028,0.313,5.46446126714233e-287,"0","Rgs2"
"Cd74",2.1047491336159e-291,-1.19162431464845,0.466,0.417,5.8928766242978e-287,"0","Cd74"
"Antxr1",3.51076945348234e-291,-0.58190129913696,0.052,0.341,9.82945231585985e-287,"0","Antxr1"
"Tgfb1i1",7.13609224398614e-291,-0.644663336510815,0.152,0.402,1.99796310647124e-286,"0","Tgfb1i1"
"Epas1",1.18679649420957e-289,-1.06752496770432,0.077,0.366,3.32279282448795e-285,"0","Epas1"
"Klf2",2.82633646328292e-289,-1.47353774996701,0.307,0.484,7.91317682989952e-285,"0","Klf2"
"Foxa2",3.60799632576669e-289,0.331456102973111,0.474,0.127,1.01016681128816e-284,"0","Foxa2"
"Sh3bgrl",5.66024282017936e-289,-0.507588840399302,0.578,0.543,1.58475478479382e-284,"0","Sh3bgrl"
"Pak1",8.39155187986065e-289,0.221453518019093,0.313,0.042,2.34946669532339e-284,"0","Pak1"
"Mllt4",3.65720243986329e-288,0.238163642446425,0.679,0.312,1.02394353911292e-283,"0","Mllt4"
"Trp53bp2",9.61429575091097e-288,0.304383651038449,0.467,0.129,2.69181052434005e-283,"0","Trp53bp2"
"Thbs1",1.26675975570679e-287,0.482935013799308,0.698,0.301,3.54667396402788e-283,"0","Thbs1"
"Dynll2",1.54490440983793e-287,0.446691166724872,0.761,0.365,4.32542336666423e-283,"0","Dynll2"
"Fam60a",7.71758970060046e-287,0.209544437430359,0.473,0.157,2.16077076437412e-282,"0","Fam60a"
"Abhd17c",8.69558191103979e-287,0.313048984114288,0.533,0.176,2.43458902345292e-282,"0","Abhd17c"
"Bbip1",1.44678474108964e-286,0.276825028537963,0.628,0.259,4.05070791810279e-282,"0","Bbip1"
"Kctd14",1.59105844536603e-286,0.435722582007062,0.389,0.072,4.45464543533582e-282,"0","Kctd14"
"Cbr2",1.42792740872124e-285,-2.01349846935567,0.122,0.398,3.99791115893771e-281,"0","Cbr2"
"Golm1",1.70640206389086e-285,0.282822293321529,0.394,0.082,4.77758449848162e-281,"0","Golm1"
"Clcn3",2.72444420225214e-285,0.266537997796688,0.497,0.157,7.62789887746554e-281,"0","Clcn3"
"Knop1",1.50843494338686e-284,0.259454223263793,0.608,0.249,4.22331615449452e-280,"0","Knop1"
"Gadd45b",6.46636120146844e-284,0.403447075843739,0.621,0.236,1.81045180918713e-279,"0","Gadd45b"
"Pgrmc1",2.01843932986207e-283,0.494105084245069,0.841,0.461,5.65122643574782e-279,"0","Pgrmc1"
"Tbx2",2.87649007730541e-283,-0.732868208732114,0.025,0.295,8.05359691843967e-279,"0","Tbx2"
"1810037I17Rik",4.77026846468921e-283,0.47042231233197,0.947,0.697,1.33557976474369e-278,"0","1810037I17Rik"
"Myo1e",5.46025232831603e-283,0.255361643891262,0.508,0.17,1.52876144688192e-278,"0","Myo1e"
"Rras2",3.14879795246763e-282,0.170181494864871,0.48,0.175,8.81600450731887e-278,"0","Rras2"
"Rnf43",4.00998563181004e-282,0.23416211673832,0.296,0.032,1.12271577719417e-277,"0","Rnf43"
"Sftpb",6.7014116147541e-282,-2.26311831085487,0.232,0.461,1.87626122389885e-277,"0","Sftpb"
"Agpat2",2.71976780942607e-281,0.262139920114213,0.517,0.172,7.61480591283111e-277,"0","Agpat2"
"Ehf",2.7556520152877e-281,0.229661926070605,0.296,0.034,7.71527451240251e-277,"0","Ehf"
"Tmem63b",4.24705881679983e-281,0.377410155022085,0.579,0.203,1.18909152752762e-276,"0","Tmem63b"
"Ltbp2",1.26749779917953e-280,-1.2151824378802,0.043,0.313,3.54874033814285e-276,"0","Ltbp2"
"Usp46",1.68022238458604e-280,0.266885666135299,0.467,0.136,4.70428663236401e-276,"0","Usp46"
"Cx3cl1",1.88661916983516e-280,0.20014369818522,0.277,0.031,5.28215635170449e-276,"0","Cx3cl1"
"Arhgap1",2.02255578427761e-280,0.254102412397789,0.555,0.208,5.66275168482045e-276,"0","Arhgap1"
"Far1",4.16597695307376e-280,0.410831404165894,0.596,0.215,1.16639022732159e-275,"0","Far1"
"Cav2",4.76083293755324e-280,0.235578783111303,0.665,0.31,1.33293800585616e-275,"0","Cav2"
"Myh10",1.25770180115123e-279,-0.358527832048522,0.356,0.297,3.5213135028632e-275,"0","Myh10"
"Edn3",2.87464069584723e-279,0.261562982318128,0.349,0.062,8.04841902023306e-275,"0","Edn3"
"Akr1c14",6.60620622137506e-279,0.316985178912424,0.275,0.023,1.84960561786059e-274,"0","Akr1c14"
"Plxnb2",1.0339166973301e-278,0.312215780825522,0.637,0.261,2.89475996918481e-274,"0","Plxnb2"
"Slc25a10",1.33568491607565e-278,0.254709654887078,0.454,0.127,3.73965062802862e-274,"0","Slc25a10"
"Fam107b",1.44251854451146e-278,0.208639655554123,0.471,0.161,4.03876342092318e-274,"0","Fam107b"
"Ninj1",3.780886116434e-278,0.230502985460605,0.539,0.204,1.05857249487919e-273,"0","Ninj1"
"P2ry14",5.82647012204427e-278,-1.27439657756031,0.027,0.284,1.63129510476995e-273,"0","P2ry14"
"Mustn1",7.06707009618261e-278,-1.61188850972353,0.037,0.317,1.97863828552921e-273,"0","Mustn1"
"Trim16",1.18336626548833e-277,0.280950628320245,0.392,0.089,3.31318887011422e-273,"0","Trim16"
"Stx7",2.65834339858823e-277,0.358743153022403,0.729,0.342,7.44282984736733e-273,"0","Stx7"
"Sh3bp4",6.7074226109094e-277,0.239541311647208,0.369,0.078,1.87794418260241e-272,"0","Sh3bp4"
"Arhgap5",1.01298788466332e-276,0.235965575448653,0.656,0.302,2.83616347948037e-272,"0","Arhgap5"
"Tgfbi",4.30078059469397e-276,-1.72476009469629,0.036,0.31,1.20413255090242e-271,"0","Tgfbi"
"Mt1",6.34668691793353e-276,0.587584880780988,0.776,0.397,1.77694540328303e-271,"0","Mt1"
"Rhoj",1.57966930205128e-275,-0.621544438509366,0.036,0.294,4.42275811188318e-271,"0","Rhoj"
"Macc1",3.15082091980056e-275,0.19181024615361,0.255,0.022,8.82166841125761e-271,"0","Macc1"
"Gde1",5.12845524619587e-275,0.389575805698585,0.876,0.513,1.43586489982992e-270,"0","Gde1"
"Arhgef5",5.26668390884953e-275,0.232189848104277,0.444,0.132,1.47456616079969e-270,"0","Arhgef5"
"Flna",1.12591895362454e-274,-0.318424964229963,0.652,0.501,3.15234788635799e-270,"0","Flna"
"Vnn1",1.75482524176485e-274,0.320056620245778,0.348,0.056,4.91315971189323e-270,"0","Vnn1"
"Wfdc1",2.57901254875154e-274,0.323404656442734,0.513,0.173,7.22071933399456e-270,"0","Wfdc1"
"Wnt10a",2.74178281456941e-274,0.248024058877335,0.2,0.003,7.67644352423142e-270,"0","Wnt10a"
"Mmp23",6.90617840555272e-274,0.340769618057979,0.523,0.173,1.93359182998665e-269,"0","Mmp23"
"Fuca2",1.37418365662249e-273,0.328319943475941,0.479,0.135,3.84743940181165e-269,"0","Fuca2"
"Hmga2",1.59523259909433e-273,0.191134126787853,0.223,0.009,4.4663322309443e-269,"0","Hmga2"
"Sfxn1",1.74297816742925e-273,0.230561188007649,0.425,0.117,4.8799902731684e-269,"0","Sfxn1"
"Itgb4",2.79542570178243e-273,0.188158845082075,0.251,0.023,7.82663287985043e-269,"0","Itgb4"
"Trp53i11",7.10656003288173e-273,0.14262145774464,0.379,0.116,1.98969467800623e-268,"0","Trp53i11"
"Cox5a",1.21896446642526e-272,0.452841859453182,0.95,0.751,3.41285671309745e-268,"0","Cox5a"
"Tmem246",1.56643261763123e-272,0.211364711139417,0.407,0.111,4.38569804284391e-268,"0","Tmem246"
"Ckmt1",2.60265663243808e-272,0.258252991657907,0.291,0.033,7.28691803950014e-268,"0","Ckmt1"
"Epn3",6.50128112146371e-272,0.234364659573526,0.4,0.097,1.82022868838741e-267,"0","Epn3"
"Ctsc",1.13965640459718e-271,-0.576651072247386,0.369,0.414,3.19081000159117e-267,"0","Ctsc"
"Anxa10",1.23794122590923e-271,0.332917634439458,0.195,0.002,3.46598784430066e-267,"0","Anxa10"
"Dlg1",2.86375393512942e-271,0.212594025687077,0.4,0.108,8.01793826757535e-267,"0","Dlg1"
"Nbeal2",4.64325422029332e-271,0.204024798427405,0.268,0.029,1.30001831659772e-266,"0","Nbeal2"
"Nfix",3.54913527502053e-270,-0.469803540142288,0.362,0.467,9.93686894300249e-266,"0","Nfix"
"Epha2",5.41191377627087e-270,0.261909386954488,0.391,0.091,1.51522761908032e-265,"0","Epha2"
"Rhou",7.56187504091543e-270,0.279133125161948,0.392,0.091,2.1171737739555e-265,"0","Rhou"
"Calr3",9.07961845871804e-270,0.178073505038605,0.203,0.004,2.54211157607188e-265,"0","Calr3"
"Cep290",9.26809660463241e-270,0.203409165662033,0.4,0.112,2.59488168736498e-265,"0","Cep290"
"Lyz2",3.24050319305121e-269,-2.47405073373632,0.195,0.471,9.07276083990479e-265,"0","Lyz2"
"Hipk2",4.15650627217316e-269,0.243628697386358,0.497,0.17,1.16373862608304e-264,"0","Hipk2"
"Kif1c",4.45856870590142e-269,0.206578154866489,0.521,0.2,1.24831006627828e-264,"0","Kif1c"
"Ramp2",5.42207194935767e-269,-1.67525332842028,0.042,0.315,1.51807170438116e-264,"0","Ramp2"
"Fhl1",8.04511233898096e-269,-0.925828972793373,0.451,0.46,2.25247055266789e-264,"0","Fhl1"
"Lrrfip1",1.13664352532277e-268,0.321127169958534,0.724,0.345,3.18237454219869e-264,"0","Lrrfip1"
"Gss",1.20018846642497e-268,0.275816386439994,0.37,0.073,3.36028766829663e-264,"0","Gss"
"Trim3",1.37011956950588e-268,0.330114818944166,0.458,0.125,3.83606077070256e-264,"0","Trim3"
"Capn5",1.48031296888625e-268,0.214572662272395,0.264,0.025,4.14458025028772e-264,"0","Capn5"
"Cmtm4",4.63257510467274e-268,0.222786893660907,0.354,0.073,1.29702837780627e-263,"0","Cmtm4"
"Ecscr",5.137084755611e-268,-0.958845783813089,0.186,0.231,1.43828098987597e-263,"0","Ecscr"
"Col6a3",5.88343245382416e-268,-0.878010300846388,0.03,0.289,1.64724341842169e-263,"0","Col6a3"
"C77080",6.39951001266398e-268,0.258385465108998,0.418,0.108,1.79173481334566e-263,"0","C77080"
"Mpzl1",1.12004997466484e-267,-0.285230873794524,0.391,0.338,3.13591591906661e-263,"0","Mpzl1"
"Srgn",1.993886122196e-267,-1.26250677806143,0.041,0.29,5.58248236492437e-263,"0","Srgn"
"Cmtm8",2.40489400952113e-267,-0.112249002266673,0.543,0.356,6.73322224785727e-263,"0","Cmtm8"
"Foxa3",7.10755633802887e-267,0.171726884275941,0.186,0.001,1.98997362352132e-262,"0","Foxa3"
"Dcxr",1.2124309596426e-266,-0.512679687589144,0.321,0.329,3.39456420080735e-262,"0","Dcxr"
"Gk",3.20810953020632e-266,0.259761287411946,0.348,0.064,8.98206506267164e-262,"0","Gk"
"Prdx1",1.10182354577188e-265,0.484284198042868,0.985,0.9,3.08488556345212e-261,"0","Prdx1"
"Clic4",1.82595535205294e-265,-0.512904759605629,0.403,0.483,5.11230979467781e-261,"0","Clic4"
"Als2cl",1.64438268591258e-264,0.195811500172522,0.307,0.052,4.60394264401803e-260,"0","Als2cl"
"Homer2",1.94582597525719e-264,0.228980641409424,0.289,0.035,5.44792356552508e-260,"0","Homer2"
"Sh3yl1",2.07428459317744e-264,0.190319870704265,0.28,0.037,5.8075820039782e-260,"0","Sh3yl1"
"Tmpo",2.27928502259605e-264,0.324584803860309,0.689,0.314,6.38154220626442e-260,"0","Tmpo"
"Mbp",6.21197784341585e-264,0.268969913320599,0.332,0.058,1.73922955659957e-259,"0","Mbp"
"Plec",8.24789855101395e-264,0.177756174884802,0.597,0.276,2.30924663631289e-259,"0","Plec"
"Vill",6.97789513367221e-263,0.227767251296045,0.288,0.035,1.95367107952555e-258,"0","Vill"
"Amot",8.04196192995323e-263,0.222282720270926,0.269,0.027,2.25158850114831e-258,"0","Amot"
"Sftpa1",8.44824207596601e-263,-2.1529857758716,0.177,0.458,2.36533881642896e-258,"0","Sftpa1"
"Tbl1x",1.47800601257788e-262,0.254498389509593,0.59,0.246,4.13812123401554e-258,"0","Tbl1x"
"Slc34a2",2.76640495393969e-262,-1.70428833417615,0.08,0.343,7.74538059004036e-258,"0","Slc34a2"
"0610011F06Rik",3.1339458964311e-262,0.266116953014989,0.589,0.24,8.77442172082779e-258,"0","0610011F06Rik"
"Capsl",6.05178972993126e-262,0.139638098405257,0.264,0.042,1.69438008858615e-257,"0","Capsl"
"Eif1ax",9.16535412812908e-262,0.438075284775995,0.847,0.499,2.56611584879358e-257,"0","Eif1ax"
"Dkk3",9.97218653401676e-262,-0.630496578713981,0.02,0.267,2.79201278579401e-257,"0","Dkk3"
"C1qtnf2",1.07860377333567e-261,-0.585530823742625,0.014,0.261,3.01987484458522e-257,"0","C1qtnf2"
"Ckb",1.78221147951113e-261,-0.939423452719528,0.141,0.368,4.98983570033527e-257,"0","Ckb"
"Cox6a1",2.22366268317881e-261,0.360660232424631,0.994,0.932,6.22581078036404e-257,"0","Cox6a1"
"Itpr3",3.18690684246013e-260,0.233991694565588,0.339,0.066,8.92270177751988e-256,"0","Itpr3"
"Txnrd1",5.11059830130622e-260,0.248656365276755,0.533,0.199,1.43086531239972e-255,"0","Txnrd1"
"Abcc3",6.53519505955292e-260,0.22129919447485,0.299,0.042,1.82972391277363e-255,"0","Abcc3"
"Hint3",8.49090410463974e-260,0.241682395151457,0.489,0.167,2.37728333121703e-255,"0","Hint3"
"Inadl",9.09369744557316e-260,0.236828484997285,0.34,0.064,2.54605341081157e-255,"0","Inadl"
"Nfe2l3",1.33507665086589e-259,0.171058965439103,0.214,0.009,3.73794760709432e-255,"0","Nfe2l3"
"Epb41l4a",1.38368221809069e-259,0.24321956433385,0.286,0.034,3.87403347421031e-255,"0","Epb41l4a"
"Ppp1r14b",2.69985367415825e-259,0.466964774040172,0.686,0.31,7.55905031690828e-255,"0","Ppp1r14b"
"Etl4",4.06150205299006e-259,0.128120414888951,0.416,0.151,1.13713934479616e-254,"0","Etl4"
"Atp6v0e",8.32601059509815e-259,0.4884513684346,0.936,0.718,2.33111644641558e-254,"0","Atp6v0e"
"Fam83h",1.17814659964994e-258,0.185162196195461,0.242,0.018,3.2985748496999e-254,"0","Fam83h"
"Ivns1abp",3.25458614107426e-258,0.188288983917222,0.525,0.213,9.11219027777972e-254,"0","Ivns1abp"
"Lasp1",5.14631488076471e-258,0.321451343020604,0.736,0.364,1.4408652403165e-253,"0","Lasp1"
"Chchd2",6.23707919274279e-258,0.344011941259068,0.995,0.974,1.74625743238413e-253,"0","Chchd2"
"Pdcd6ip",1.59036031204208e-257,0.277544441024533,0.66,0.301,4.45269080165542e-253,"0","Pdcd6ip"
"Slc25a36",2.3924320579752e-257,0.333374977768734,0.549,0.197,6.69833127591896e-253,"0","Slc25a36"
"Col5a1",2.40425182627682e-257,-0.687694788966683,0.022,0.273,6.73142426320985e-253,"0","Col5a1"
"Wwc2",2.67759078559561e-257,0.336908684839106,0.59,0.231,7.49671868151059e-253,"0","Wwc2"
"Slc9a3r1",4.97654120935121e-257,0.141047500142741,0.425,0.149,1.39333200779415e-252,"0","Slc9a3r1"
"Frk",7.95398461349387e-257,0.189084096575367,0.303,0.054,2.22695661208601e-252,"0","Frk"
"Tjp2",9.7433072898173e-257,0.174723104894025,0.568,0.257,2.72793117500305e-252,"0","Tjp2"
"Asah1",3.68441327311219e-256,0.45370194354111,0.639,0.265,1.03156202820595e-251,"0","Asah1"
"Polr3k",3.92874362003312e-256,0.22073151560915,0.55,0.224,1.09996963873687e-251,"0","Polr3k"
"Atoh8",2.03941000467401e-255,0.262161658037099,0.366,0.081,5.70994013108629e-251,"0","Atoh8"
"Sema3a",2.55152651724409e-255,0.420158783016797,0.29,0.035,7.14376394298001e-251,"0","Sema3a"
"Llgl2",3.81544741281861e-255,0.286207029237374,0.339,0.06,1.06824896664095e-250,"0","Llgl2"
"Ece1",4.5368150777089e-255,0.235274571149765,0.634,0.294,1.27021748545694e-250,"0","Ece1"
"Foxp4",6.50480012049249e-255,0.240146395763284,0.484,0.167,1.82121393773549e-250,"0","Foxp4"
"Eid1",1.05859147552002e-254,-0.263493783105285,0.434,0.382,2.96384441316096e-250,"0","Eid1"
"Zc2hc1a",1.06418350518632e-254,0.186460189046727,0.483,0.181,2.97950097782066e-250,"0","Zc2hc1a"
"Smarcc1",1.64349419458556e-254,0.209015783625825,0.515,0.203,4.60145504600066e-250,"0","Smarcc1"
"Cstb",1.85272867242143e-254,0.438638079112545,0.916,0.67,5.18726973704553e-250,"0","Cstb"
"Kcne2",2.58019551792266e-254,0.716973912807783,0.433,0.118,7.22403141107987e-250,"0","Kcne2"
"Igf2r",3.409698105295e-254,0.244869219265427,0.489,0.172,9.54647275520494e-250,"0","Igf2r"
"Aktip",5.35319126320451e-254,0.225902459927841,0.49,0.173,1.498786489872e-249,"0","Aktip"
"Ap1g1",5.48304846682106e-254,0.198576934386999,0.437,0.144,1.53514390974056e-249,"0","Ap1g1"
"Tpm3",6.09147728740001e-254,0.426724663892752,0.928,0.641,1.70549181092626e-249,"0","Tpm3"
"Zyx",9.20364995165589e-254,-0.414806390151851,0.369,0.361,2.57683791346462e-249,"0","Zyx"
"Rnf181",1.09257603495803e-253,0.359417859743185,0.658,0.288,3.0589943826755e-249,"0","Rnf181"
"Limk2",1.17435336142418e-253,0.258886232227274,0.408,0.105,3.28795454131541e-249,"0","Limk2"
"Plxnb1",1.49294964823996e-253,0.228297365176054,0.407,0.113,4.17996042514224e-249,"0","Plxnb1"
"Vsig10",2.81220765508618e-253,0.205597581375264,0.346,0.078,7.87361899271029e-249,"0","Vsig10"
"Tmem100",2.90863430123243e-253,-1.58414290897911,0.042,0.296,8.14359431659056e-249,"0","Tmem100"
"Cd82",6.37462148436656e-253,0.177683380230471,0.446,0.154,1.78476652319295e-248,"0","Cd82"
"Ddit4l",7.09147635785058e-253,0.244953254025237,0.253,0.024,1.985471550671e-248,"0","Ddit4l"
"Ubxn2a",7.47932551577434e-253,0.203190395366483,0.44,0.146,2.0940615579065e-248,"0","Ubxn2a"
"Pltp",1.2084215649264e-252,-0.628881378494838,0.015,0.259,3.38333869748093e-248,"0","Pltp"
"Pde8b",1.299065894262e-252,0.225217874599496,0.307,0.051,3.63712469075475e-248,"0","Pde8b"
"Cd44",1.34019528660944e-252,-0.696911425698105,0.124,0.389,3.75227876344912e-248,"0","Cd44"
"Cgnl1",1.84339185557648e-252,0.256350076971609,0.55,0.214,5.16112851724303e-248,"0","Cgnl1"
"Magi3",3.02335556780465e-252,0.259307356072162,0.418,0.116,8.46479091873946e-248,"0","Magi3"
"Mxra7",4.4181958564966e-252,-0.553958520083743,0.048,0.291,1.23700647590192e-247,"0","Mxra7"
"Psat1",4.87536063358268e-252,0.328975910288325,0.359,0.069,1.36500347019048e-247,"0","Psat1"
"Tmem184a",1.32643503778656e-251,0.223030327511237,0.297,0.042,3.7137528187948e-247,"0","Tmem184a"
"Nedd4l",1.50924891574392e-251,0.231831082328034,0.402,0.108,4.22559511429981e-247,"0","Nedd4l"
"Pam",1.57061944437819e-251,-0.387881671537824,0.44,0.364,4.39742032037004e-247,"0","Pam"
"Tmod3",3.31066840518012e-251,0.16312025746769,0.598,0.287,9.2692094008233e-247,"0","Tmod3"
"Hid1",3.53668636831293e-251,0.200251575386399,0.277,0.038,9.90201449400255e-247,"0","Hid1"
"Fam3c",1.14058490931653e-250,0.314897856363744,0.651,0.288,3.19340962910441e-246,"0","Fam3c"
"Cbx6",1.27535583909058e-250,0.350436957918193,0.719,0.349,3.57074127828581e-246,"0","Cbx6"
"Prex2",1.47726657083645e-250,-0.798157416792213,0.147,0.295,4.13605094502789e-246,"0","Prex2"
"Bcl2l1",3.55745640617612e-250,0.226851439363182,0.536,0.213,9.96016644601191e-246,"0","Bcl2l1"
"Gnai2",4.82166271799904e-250,-0.529852407718651,0.832,0.75,1.34996912778537e-245,"0","Gnai2"
"Plce1",6.18081645060278e-250,0.224581605648253,0.281,0.039,1.73050498983977e-245,"0","Plce1"
"Hebp2",1.13013153979224e-249,0.206419520222137,0.278,0.037,3.16414228511031e-245,"0","Hebp2"
"Adamts2",2.6790769973227e-249,-0.752987811985449,0.021,0.262,7.50087977710409e-245,"0","Adamts2"
"Chmp3",3.15841051055468e-249,0.242920000410035,0.698,0.349,8.842917747451e-245,"0","Chmp3"
"Picalm",6.43111060446538e-249,-0.460707073960201,0.368,0.425,1.80058234703822e-244,"0","Picalm"
"Plscr2",1.23542040047111e-248,0.305910715216104,0.286,0.036,3.45893003723901e-244,"0","Plscr2"
"Net1",1.39369492268493e-248,-0.582161965707348,0.377,0.342,3.90206704453326e-244,"0","Net1"
"Coro2a",1.83205464198015e-248,0.154875822246987,0.227,0.022,5.12938658661602e-244,"0","Coro2a"
"Col4a1",3.02862434192685e-248,-0.793297049593949,0.583,0.687,8.47954243252679e-244,"0","Col4a1"
